train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted
0.7265935627908646,0.44936708860759494,0.22845635432749986,0.7610062893081762,0.7328336359634855,0.7482645520607573
0.22883869840798876,0.7484177215189873,0.10864821220748126,0.8616352201257862,0.8551187882939189,0.863426506653486
0.13740004473026912,0.8354430379746836,0.11435263198800386,0.8742138364779874,0.8671982281284606,0.8762472169405034
0.14853546891049807,0.8686708860759493,0.086781610075559,0.9245283018867925,0.9233862341005199,0.9248485805089578
0.10840450786569898,0.884493670886076,0.06912217063472781,0.9433962264150944,0.9510095279543653,0.9444420950492312
0.033923499632496544,0.9367088607594937,0.11941267124020669,0.89937106918239,0.8970243375596773,0.9025404879932379
0.027017756768203335,0.9667721518987342,0.09389885701383491,0.949685534591195,0.9490180282639373,0.9505286987353696
0.04616975100910317,0.9556962025316456,0.0899002234814418,0.9056603773584906,0.9042687132251055,0.9079392103730926
0.035638740040500896,0.9636075949367089,0.10280002234762833,0.9056603773584906,0.9042687132251055,0.9079392103730926
0.04130983543312647,0.9509493670886076,0.09314261662489684,0.9308176100628931,0.9256073210392973,0.9325282581489135
