train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted
0.7080675998483511,0.4007352941176471,0.12757668989327023,0.8088235294117647,0.7995958152471584,0.8124154402122769
0.22670821072396768,0.7003676470588235,0.07968531998203081,0.9191176470588235,0.9063708022891698,0.9200341247610156
0.12530850020908368,0.8125,0.06592984875554547,0.9044117647058824,0.8957810940457919,0.9061297616657191
0.15181353871080586,0.8106617647058824,0.042425040939740616,0.9191176470588235,0.9156704712944103,0.921208213849967
0.06688249909130076,0.9044117647058824,0.01951581466046799,0.9632352941176471,0.9607416393130679,0.962599287966935
0.04565527366669224,0.9393382352941176,0.022576441194895082,0.9779411764705882,0.9728116498954494,0.9778178737586726
0.033686776682195746,0.9485294117647058,0.017932511205645717,0.9779411764705882,0.9778500593483173,0.9778458503476438
0.026532698936855868,0.9522058823529411,0.015145289331913399,0.9852941176470589,0.9823330211679726,0.9849003662538787
0.028532917979632925,0.9779411764705882,0.012786383855334005,0.9852941176470589,0.9823840647370059,0.9854030501089326
0.04323852597718435,0.9375,0.014933341391858502,0.9926470588235294,0.9933220321569837,0.9925465871353936
0.03112317259109766,0.9558823529411765,0.034524583233728465,0.9779411764705882,0.9741700098842955,0.9776636081783139
0.03711037429172179,0.9669117647058824,0.030374876701228338,0.9779411764705882,0.967868670697525,0.9781094730352154
0.023849453198662933,0.9724264705882353,0.022860065305183246,0.9779411764705882,0.9778500593483173,0.9778458503476438
0.03641089567662239,0.9595588235294118,0.00796903240974162,0.9926470588235294,0.9933220321569837,0.9925465871353936
0.01749221203917252,0.96875,0.006267482593072102,0.9852941176470589,0.9884774214042507,0.9852096847703017
