train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted
0.7870933557038798,0.39889705882352944,0.2169561026727452,0.8161764705882353,0.7694713805912105,0.8125088992505468
0.20758119951728182,0.7389705882352942,0.13969127893249286,0.8897058823529411,0.8801684440096762,0.8870245979405568
0.12052264913868652,0.8033088235294118,0.13096855233443955,0.8897058823529411,0.8845155316819543,0.886424845385636
0.1617609499970807,0.8308823529411765,0.1657264345614,0.8897058823529411,0.8644033256324691,0.8857123645428052
0.11384947526044818,0.8786764705882353,0.15456127389210023,0.9411764705882353,0.9281147414755452,0.9397600323389823
0.0523446512849178,0.9191176470588235,0.14290609415804603,0.9338235294117647,0.9274120780329271,0.9335015533479138
0.01957465764076674,0.9632352941176471,0.15372417731471025,0.9411764705882353,0.9265999985718907,0.9400713278438938
0.010581814680175312,0.9632352941176471,0.14933351867564262,0.9485294117647058,0.9368622927760141,0.9474009051531257
0.0182203223678979,0.9503676470588235,0.15939354847678794,0.9485294117647058,0.9404096496113242,0.9478795275240335
0.04290489801505803,0.9283088235294118,0.12938795916970242,0.9117647058823529,0.9018672447149846,0.9100388028631045
0.06519710206470777,0.9540441176470589,0.1515135665456589,0.9191176470588235,0.9036183334357776,0.9204594115598173
0.012926093030189467,0.9558823529411765,0.23095881779473154,0.9191176470588235,0.8923237615098081,0.9110939149200094
0.027738087384057742,0.96875,0.24318298663078058,0.9411764705882353,0.9300681599684922,0.9380815718709016
0.013802751950067376,0.9816176470588235,0.21735377553172217,0.9411764705882353,0.9300681599684922,0.9380815718709016
