train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted
0.6196623024165253,0.5015822784810127,0.1829341301054228,0.8616352201257862,0.8389656012813776,0.8624547724384516
0.21985582324758737,0.7911392405063291,0.1763474817344104,0.8930817610062893,0.871705897978886,0.8942755669501466
0.11942221799016564,0.8496835443037974,0.14868835750530707,0.9119496855345912,0.8868910790144893,0.9137203966599936
0.10747041917093617,0.8876582278481012,0.21596959825183148,0.89937106918239,0.8904907251346881,0.9046111290331162
0.06987912559323584,0.9319620253164557,0.12352624349230154,0.9371069182389937,0.9185743343540332,0.9365837071962417
0.03497094268293984,0.9430379746835443,0.06560359125421585,0.9433962264150944,0.9339957240533866,0.9441378283541797
0.0348442193082571,0.9462025316455697,0.06309822324888685,0.9559748427672956,0.9474717889027661,0.9562516530251721
0.03231987260061101,0.9572784810126582,0.07928934557495211,0.9433962264150944,0.9339957240533866,0.9441378283541797
0.01164351764308376,0.9825949367088608,0.07292731953923096,0.9559748427672956,0.9432286592901783,0.9557694886197806
0.03473549697506189,0.9572784810126582,0.15687951218662874,0.9182389937106918,0.9084665230530768,0.9213422772285342
0.040812139224295746,0.9541139240506329,0.08567878119589052,0.9559748427672956,0.9499800390873802,0.9556214384183307
0.024027555401755368,0.9778481012658228,0.16758091613544296,0.9433962264150944,0.9339957240533866,0.9441378283541797
0.02231125847551892,0.9683544303797469,0.092144913540292,0.9559748427672956,0.9501073433880024,0.956568599471099
0.0165741298366424,0.9857594936708861,0.04898546957361118,0.9811320754716981,0.9774576774576775,0.9811364339666225
0.019247219134106947,0.9841772151898734,0.11982889064048012,0.9559748427672956,0.9424764946800931,0.9557311062919076
0.017806947554973092,0.9762658227848101,0.12188840236627034,0.9559748427672956,0.9424764946800931,0.9557311062919076
0.005899026571992961,0.9889240506329114,0.12067737414930182,0.9559748427672956,0.9424764946800931,0.9557311062919076
0.0063046040423122,0.9889240506329114,0.09467450399608394,0.9685534591194969,0.9590545267236997,0.9679903612376303
0.01655482112847252,0.9889240506329114,0.0872081743293118,0.9622641509433962,0.9480594175043952,0.9616940726972943
