filename,label,confidence,source
163f0957.jpg,Harri,0.9,cluster
18a45994.jpg,Harri,0.9,cluster
2ebc35e2.jpg,Harri,0.9,cluster
30503f9d.jpg,Harri,0.9,cluster
47385f1a.jpg,Harri,0.9,cluster
a03784d5.jpg,Harri,0.9,cluster
bb126871.jpg,Harri,0.9,cluster
d72ea4f1.jpg,Harri,0.9,cluster
0cfc6a1e.jpg,Goat,0.9,cluster
3b138401.jpg,Goat,0.9,cluster
ac78a48d.jpg,Goat,0.9,cluster
b4bedb08.jpg,Goat,0.9,cluster
100bd43a.jpg,Roman,0.9,cluster
34ad5737.jpg,Roman,0.9,cluster
63be3b9a.jpg,Roman,0.9,cluster
e26ccad9.jpg,Roman,0.9,cluster
1081d46a.jpg,Naeimi,0.9,cluster
226dc6ee.jpg,Naeimi,0.9,cluster
3c5436f0.jpg,Naeimi,0.9,cluster
596f77ab.jpg,Naeimi,0.9,cluster
914de5e2.jpg,Naeimi,0.9,cluster
a9ed036d.jpg,Naeimi,0.9,cluster
f080711d.jpg,Naeimi,0.9,cluster
1432d91c.jpg,Barbari,0.9,cluster
247fb4df.jpg,Najdi,0.9,cluster
b69c3ee4.jpg,Najdi,0.9,cluster
4c9138a1.jpg,Sawakni,0.9,cluster
5d3b3719.jpg,Sawakni,0.9,cluster
6d66297e.jpg,Sawakni,0.9,cluster
85fe3a81.jpg,Sawakni,0.9,cluster
a6518778.jpg,Sawakni,0.9,cluster
ab9babec.jpg,Sawakni,0.9,cluster
e8c1e128.jpg,Sawakni,0.9,cluster
ff19c491.jpg,Sawakni,0.9,cluster
