train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_f1_weighted
0.7238873963737312,0.4650735294117647,0.21150743944518682,0.781021897810219,0.7424402048472654,0.782897901414089
0.18046995797810858,0.7591911764705882,0.170664910892002,0.8613138686131386,0.8328326798854869,0.8636931901293139
0.12478168292984586,0.8382352941176471,0.1589161515423459,0.8613138686131386,0.8265107505564581,0.8655155800162498
0.1140566164668759,0.8658088235294118,0.11377859320944278,0.8686131386861314,0.8434136611545874,0.871452729490377
0.07699008137735612,0.9025735294117647,0.1104883478361545,0.9416058394160584,0.919459816446904,0.9418115641010424
0.03595470555779577,0.9393382352941176,0.10235556346851303,0.948905109489051,0.9265154439784447,0.9494802141777288
0.024485775821597812,0.9577205882352942,0.1063861138706746,0.9562043795620438,0.9377374051437852,0.9561997070323907
0.026432798195666945,0.9577205882352942,0.099338186908786,0.948905109489051,0.9314392423636121,0.9490209709187811
0.0293299494089367,0.9577205882352942,0.11291173113289056,0.948905109489051,0.9295922402041953,0.9483709682084588
0.016193936350729847,0.9724264705882353,0.1381613721306757,0.927007299270073,0.8972076009891137,0.9270251241054162
0.017148022077758687,0.9558823529411765,0.0896651122072743,0.9343065693430657,0.9136886510950747,0.9345144840280716
0.013153485818217469,0.9816176470588235,0.09904493092184,0.9343065693430657,0.9143986480463596,0.9340871124245796
